name,line
[Scene: At Tokyo Metropolitan Jujutsu Technical High School. Toudou prepares to fight Fushiguro.],
Fushiguro,Why do I have to talk about my taste in women with a guy I just met?
Toudou,Hm?
Kugisaki,He’s right. That’s a tall hurdle for an antisocial guy.
Fushiguro,You be quiet. This is confusing enough already. You’ll just make it more complicated.
Toudou,"Kyoto, third-year, Toudou Aoi! Introduction over.

Now we’re friends. Hurry up and answer. If you prefer men, that’s fine, too.

A person’s fetishes reflect everything about them. People with boring taste in women are boring people themselves!

And I hate boring men!

The Exchange Event is where my soul can be free as blood boils and flesh clashes.

Who knows what I might do if my last Exchange Event ends up boring me?"
Kugisaki,"Hey, aren’t the Jujutsu Tech schools four-year schools?"
Fushiguro,Only third-years and under can join the Exchange Event.
Kugisaki,Huh…
Toudou,"As a show of kindness, I’ll let you off only half-dead right now. Answer me, Fushiguro. What kind of woman is your type?"
Fushiguro,Is this some kind of comedy routine?
Kugisaki,"Is that your summer uniform?

Ticks me off, but it’s nice."
Fushiguro,(Thoughts) Kugisaki’s unarmed. I’d rather avoid confrontation.
Tsumiki,"(Flashback) Not forgiving people isn’t a bad thing. That’s just part of your kindness, isn’t it?"
Fushiguro,"I don’t have a particular preference. As long as she has unshakable character, I won’t ask for more."
Mai,Fufu…
Kugisaki,"Not a bad answer. If you had said something like “big boobs”, I’d have killed you."
Fushiguro,Shut up.
[Action: A tear falls down Toudou’s cheek.],
Toudou,"Haa… I knew it.

You’re boring, Fushiguro."
Fushiguro,Ah…
Toudou,Ngh!
Fushiguro,Erk…!
"[Action: Toudou launches forward. Fushiguro blocks, but Toudou brings his arm across Fushiguro’s block, sending him flying across the courtyard.]",
Toudou,Ngh!
Fushiguro,Ugh! Ngh…
Kugisaki,Ah… Fushiguro!
"[Action: Kugisaki tries to go to Fushiguro, but Mai stops her.]",
Mai,"Oh, dear… Poor Fushiguro-kun."
Kugisaki,Ngh…
Mai,Even a talented second-grade jujutsu sorcerer is nothing more than a first-year against the top-grade Toudou-senpai. I’ll have to comfort him later.
Kugisaki,"I thought you two were similar, but that’s not the case at all. Maki-san’s a hundred times prettier."
Mai,Hm?
Kugisaki,Are you not sleeping enough? You’ve got open pores.
Mai,Ngh… I’ll teach you…
[Action: Mai puts her gun to Kugisaki’s stomach.],
Mai,… how to speak to others.
Fushiguro,Ngh…
[Action: Toudou approaches Fushiguro.],
Toudou,"I knew at first glance that you were a boring guy. But you shouldn’t judge a person by their looks, right?

So I went out of my way to ask you… but you just trampled on my kindness. Ngh…"
Fushiguro,"Is your brain as much of a pineapple as your head?

(Thoughts) Toudou… That Toudou?

(Thoughts) The one involved in last year’s unprecedented jujutsu terror attack caused by the curse user Getou -- the Night Parade of a Hundred Demons from Kyoto to Shinjuku? The one who exorcized a special-grade and five first-grade cursed spirits by himself when the parade appeared in Kyoto? That Toudou?

(Thoughts) Still, there are several first-grade sorcerers capable of beating a second-grade. What’s shocking is…

I heard you don’t use cursed techniques."
Toudou,"Huh? Oh, that rumor’s false.

I used them against the special-grade."
Fushiguro,"(Thoughts) He doesn’t use them against first-grades?! Is he a monster?!

That’s a relief to hear!

Nue… plus Gama."
[Action: Fushiguro summons several toads with wings.],
Fushiguro,Bottomless Well.
Toudou,Hmm?
Fushiguro,(Thoughts) I’m up against a hardcore close-range fighter. I’ll keep my distance and restrain him!
Toudou,Ngh!
[Action: Toudou knocks Fushiguro’s toads away instantly and gets behind Fushiguro.],
Fushiguro,(Thoughts) He’s fast! That wasn’t his full speed earlier?!
[Action: Toudou grabs Fushiguro’s waist.],
Toudou,Flimsy and shallow… Both your body and your taste in women!
[Action: Toudou lifts Fushiguro over his head and slams him into the ground.],
Fushiguro,Ngh! Ah!
[Action: Toudou continues his assault.],
Fushiguro,Ngh! Ah…
Toudou,Urgh!
Fushiguro,"Ngh… Ngh…

Ngh… Ugh…"
Toudou,Fufufufu!
Fushiguro,(Thoughts) Damn it! His power is insane!
Toudou,Fufu…
Fushiguro,Ngh…
Toudou,Grr… Urah!
[Action: Toudou slams Fushiguro’s head into a wall.],
Fushiguro,Ngh… Ugh…
Toudou,I’m not finished yet!
[Action: Toudou continues pushing Fushiguro through the building.],
Fushiguro,Ugh!
Toudou,You’re always so boring!
[Action: Fushiguro’s toads grab Toudou with their tongues. Toudou kicks one away.],
Toudou,"Ugh… Ngh…

I barely feel any intention to fight."
Fushiguro,"I’ve been holding back, and you’re so proud?

If you’re going to insist like that… then I’ll show you."
Toudou,Ah… Fufufu… Bring it!
Inumaki,Don’t move.
[Action: Toudou freezes in place.],
Toudou,Ngh…
Panda,What are you two doing?!
[Action: Panda punches Toudou away.],
Toudou,Ngh!
Panda,"Whew, just barely safe."
Inumaki,Bonito flakes.
Fushiguro,Haa…
Panda,"Okay, I guess that might actually be an out."
Toudou,"Long time no see, Panda."
Panda,"Why can’t you just wait until the Exchange Event?

Go home, or I’ll start screaming, “No!”"
Toudou,"You don’t have to tell me to go home.

Where’d I put my jacket?

Looks like I won’t be bored the whole time."
Fushiguro,What?
Toudou,"Give Okkotsu a message for me: “You take part, too.”"
Panda,"(Thoughts) What a pain.

I panda. I no understand human speech."
Inumaki,Salmon.
[Action: Kugisaki lies on the ground. Mai restocks her gun and points it at Kugisaki.],
Mai,"If you want to continue as a jujutsu sorcerer, learn to choose who you pick a fight with. 

Fufu…"
[Action: Maki uses her polearm to move Mai’s gun away.],
Mai,Huh?
Maki,"What are you doing to our errand runner, Mai?"
Mai,"Oh, my. You’re such a loser that I didn’t even notice you, Maki."
Maki,"We’re both equally losers, you know. All you can do is imbue objects with cursed energy, and you’ve got shit for cursed techniques."
Mai,"Better than having no cursed energy at all. My neck gets sore looking up at others all the time, so I need to look down on someone like you every so often."
Maki,"Ah, forget it. We’re both at rock bottom, and it’s pathetic.

Nobara, can you stand?"
Mai,No way. She won’t be getting up for a while. I hurt her pretty good…
[Action: Maki points her polearm at Mai.],
Mai,What? You want to fight?
[Action: Kugisaki gets up and gets Mai in a headlock.],
Kugisaki,Ngh!
Mai,Ugh… Ngh!
Kugisaki,"Ngh… Nice support, Maki-san!"
Mai,Ngh… Ugh…
Kugisaki,You put a bunch of holes in my brand-new tracksuit! Leave that uniform of yours behind. I’ll make it my own summer uniform!
Mai,"Ngh… I’ll put holes in your body next time. Also, you wouldn’t be able to wear this with those long legs of yours --"
[Action: Kugisaki squeezes down harder on Mai’s throat.],
Mai,Ngh…
Kugisaki,Ngh… Leave it!
Toudou,"We’re leaving, Mai."
Kugisaki,"Ah…

What? No way…"
Toudou,"Oh, there’s my jacket."
[Action: Kugisaki gets off Mai.],
Kugisaki,Where’s Fushiguro?
Maki,Don’t worry. The others are with him.
Toudou,Looks like you’re having fun.
Mai,Ngh… Quit joking! I’m just getting started!
Toudou,"No, you’re not."
Mai,Ngh…
Toudou,"Unlike you, I still have important business here in Tokyo.

My personal handshake with Takada-chan!"
"Kugisaki, Maki, Mai",Uh-huh…
Toudou,"Who knows what I might do if I miss my transfer and can’t make it to the event hall?

Come with me, Mai!"
Mai,Ugh! You’re so selfish!
[Action: Toudou and Mai begin walking away.],
Toudou,I can’t believe I lost the lottery for the usual one in Kyoto.
Mai,Don’t go thinking you’ll get off this easy at the Exchange Event!
Kugisaki,"Quit acting like you won! Leave your uniform behind, damn it!"
[Action: Maki taps Kugisaki on the head with her polearm.],
Maki,"Cut it out, idiot. Winning or losing here hardly matters. We’ll beat them up at the Exchange Event."
[Action: Kugisaki and Mai move to find Ieiri.],
Kugisaki,"Hey, Maki-san… Is what she said true? That you don’t have cursed energy?"
Maki,"It’s true.

So I can’t even see curses without these glasses.

That’s why I use cursed tools. They already have curses imbued in them.

I can’t pour my own cursed energy into them to do things like you all do."
Kugisaki,"Ah…

(Thoughts) Like that thing he gave Itadori?

Then why are you a jujutsu sorcerer?"
Maki,"To spite them.

I can’t wait to see the looks on my family’s faces when I become a bigshot sorcerer after all the years they’ve spent looking down on me."
Kugisaki,Ah…
Maki,"Come on, let’s hurry over to see Shouko-san!"
Kugisaki,"I respect you, Maki-san!"
Maki,That so?
,
,
,
[Scene: At Tokyo Metropolitan Jujutsu Technical High School. Gakuganji waits for a meeting with Yaga.],
Gakuganji,Is Yaga here yet? The time of an old man close to death doesn’t come cheap.
[Action: Gojou enters the room.],
Miwa,Huh?
Gojou,Principal Yaga won’t be coming for a while.
Gakuganji,Oh?
[Action: Gojou sits across from Gakuganji.],
Gojou,"Haa…

He was given a false schedule.

(Thoughts) After some threats to Ijichi.

Thank you for the other day, Principal Gakuganji."
Gakuganji,Oh? What other day would that be?
Gojou,"Don’t play dumb with me, old man. I’m referring to the case with Itadori Yuuji. As head of the conservatives, you were involved, too, correct?"
Gakuganji,"What? My goodness, youth these days… Don’t you know how to be polite?"
Gojou,"I never had any intention of respecting you. Elders these days love to act important, and it’s so annoying, honestly."
Miwa,Hey.
Gojou,Hm?
Miwa,"Your conduct is problematic. I’ll be reporting you to the relevant authorities.

(Thoughts) Oh, man! It’s Gojou Satoru in person! Gojou Satoru in person!"
Gojou,Feel free. I don’t plan to chat for long.
Miwa,"Ngh…

(Thoughts) He spoke! He spoke to me!"
Gojou,"Last night, I was attacked by two unregistered special-grade cursed spirits."
Gakuganji,Oh? That is unfortunate.
Gojou,"Don’t get me wrong here. To me, it was about like being coerced into taking a survey in the city."
Miwa,(Thoughts) Ugh! So cool!
Gojou,"The two cursed spirits were capable of communication, and they probably have allies who are just as strong.

It’s not just our enemies, either. Hakari, Okkotsu, and your Toudou… The level of our students has risen dramatically in recent years, as well.

Then there was last year’s incident with Getou Suguru… And now, the appearance of Sukuna’s vessel."
Gakuganji,What are you trying to say?
Gojou,"Hehe… You don’t know?

The wave of power you guys have been trying to hold back with your pointless status and traditions has grown bigger than you can handle and is now descending upon us.

You won’t be able to measure the coming age with the classification of “special-grade”.

If you think I’m the only one who’ll be fighting back, you’re going to get hurt, old man."
Gakuganji,I think you are getting a bit out of line.
Gojou,"Oh, scary!

Well, that’s all I wanted to say. I’ll be going now."
[Action: Gojou leaves the room.],
Miwa,Ah…
[Action: Gojou pops back into the room.],
Miwa,Woah!
Gojou,"Oh, Principal Yaga will be coming in about two hours. Later!"
[Action: Gojou leaves again.],
Miwa,(Thoughts) Two hours?!
Gakuganji,"Haa… Miwa, would you go buy me some tea?"
Miwa,"Yes, sir."
[Action: Miwa leaves the room.],
Miwa,Excuse me.
[Action: Miwa begins running down the hall.],
Miwa,"Fufufufu!

(Thoughts) If I can catch up to him, I’ll get him to take a picture with me!"
,
[Scene: At the Takada-chan handshake event. Toudou shakes hands with Takeda.],
Toudou,"Give me a Taka-tan Beam, please."
Takada,"Okay, here I go!

Tan, Taka-tan!"
Crowd,Woah…
Toudou,Ahh…
Man,Time’s up.
[Action: A man pushes Toudou out of the way.],
,
"[Scene: One month later, outside the Kinema Cinema. Yoshino approaches Mahito.]",
Yoshino,Excuse me… Did you do that… in the theater?
Mahito,"Heh…

Wow. You can see me?"
Yoshino,Ngh…
,
[Scene: Sometime later. Itadori and Nanami arrive at the theater.],
Nanami,"It’s a gruesome sight.

Are you ready to witness it, Itadori-kun?"
Itadori,Ngh…
,
,
,
[Scene: At the Tokyo Metropolitan Jujutsu Technical High School. Miwa gets her photo with Gojou.],
Miwa,Fufufufu… Thank you very much!
Gojou,You’re welcome.
[Action: Miwa runs back to the room that Gakuganji waits in.],
Miwa,I got a photo! Hehehehe… Hohohoho…
[Action: Miwa enters the waiting room and goes back to her position.],
Gakuganji,My tea?
Miwa,Ah!
"[Scene: In the past, behind a school building. A girl complains that Yoshino was staring at her.]",
Girl,(Flashback) He was totally ogling my breasts!
Boy,(Flashback) Ngh!
[Action: A boy punches Yoshino.],
Yoshino,"(Flashback) Ngh…

(Flashback) Ugh…"
Boy,"(Flashback) She does have a huge rack, so they bounce when she runs!"
Yoshino,(Flashback) Ugh…
Boys,"(Flashback) Hahahaha!

(Flashback) I get why you’d do it, Yoshino-chan.

(Flashback) Hahahaha!"
Yoshino,"(Past Thoughts) If there was a button that would make everyone I hate die, I probably wouldn’t push it."
Girl,(Flashback) Gross!
Yoshino,(Past Thoughts) But if there was a button that would make everyone who hated me die… I’d push it without hesitation.
[Scene: At the theater. Yoshino goes to see a movie.],
Yoshino,"Excuse me.

Excuse me.

Excuse me!"
Woman,Huh?
Yoshino,One adult for “Human Earthworm 3”.
Woman,"That’ll be 1,800 yen."
Yoshino,"Yeah, here."
[Action: Yoshino pays the cashier. Mahito walks past Yoshino.],
Woman,The show will be starting soon.
[Action: Yoshino goes to watch the movie.],
Man,"“I served as a doctor for many years, working to save lives."
Boy,"Hahahaha!

And it turned out he had 50,000 on him! A middle school brat!"
Man,“As I was saving countless lives…”
Boys,"Really?

That’s awesome!"
Yoshino,(Thoughts) This sucks.
Boy,Hehehehe… So? What’d you do next?
Yoshino,(Thoughts) High schoolers shouldn’t skip school to watch movies.
Boys,"I took it all.

Man, so mean! Haha!"
Yoshino,(Thoughts) Not that I can talk.
Man,“That’s when I realized it!”
Boys,Hahahaha!
Yoshino,(Thoughts) This seriously sucks.
Boy,Then today’s your treat!
Yoshino,(Thoughts) I can’t hear the movie at all.
Boy,Screw that!
Yoshino,"(Thoughts) There are always people like that, even if they vary to some degree."
"[Scene: In the past, behind the school building. The boys continue to bully Yoshino.]",
Boy,"(Flashback) So, where were you looking?"
Yoshino,(Flashback) I wasn’t.
[Action: The boy kicks Yoshino.],
Yoshino,(Flashback) Ngh…
Boy,(Flashback) Then are you saying Tsubasa’s lying to us?!
Girl,(Flashback) He was definitely looking at them!
Boys,"(Flashback) Haha! You’re nuts, man!

(Flashback) Oh, there’s a half-off coupon.

(Flashback) Huh? To where?"
Girl,(Flashback) Hey! Teach him a lesson first!
Yoshino,"(Past Thoughts) Shit… That woman’s just using me to see where she stands, and she’s enjoying it!"
Boy,"(Flashback) You were looking, then."
[Action: The boy kicks Yoshino again.],
Yoshino,"(Flashback) Ngh… Ngh…

(Past Thoughts) Damn it!

(Past Thoughts) I’ll tell her… I’ll tell her… I’ll tell her… I’ll tell her!

(Flashback) You’re not as cute as you think you are, Tsubasa-san.

(Flashback) These three know that, too. The only reason they’re fawning over you is… because they think you’ll let them bang you."
[Scene: In the present. Yoshino continues to sit at the theater.],
Man,“Now to create the perfect human being!”
Boy,No way! She won’t let us bang her at all. She’s no good anymore.
Yoshino,(Thoughts) Stop talking!
Woman,“S-Stop it!”
[Action: One of the boy’s phones rings.],
Woman,“No!”
Boy,It’s Tsubasa.
Yoshino,(Thoughts) Turn off your phone!
Boy,Hello? What’s up?
Woman,“Ahhh!”
[Action: Mahito appears behind the boys.],
Mahito,Fufu…
Boy,Right now? I’m free.
Mahito,You three…
Boy,Well…
Mahito,… need to mind your manners.
Boy,Ah…
"[Action: Mahito touches a boy’s face, which becomes disfigured.]",
Man,“There’s no need to worry. Everything went well. It’s all for the creation of the perfect human being…”
"[Action: The movie finishes. When the lights turn on, Yoshino sees the disfigured bodies of the three boys.]",
Yoshino,"Wha… What is this?

Ah…

Ngh…"
[Action: Yoshino runs out of the theater.],
Yoshino,"(Thoughts) That person just now… No, a person couldn’t do this.

(Thoughts) And if they could, would they really be human?"
[Scene: In the alleyway. Yoshino finds Mahito.],
Mahito,What if I am the one who did it? Will you condemn me?
Yoshino,Ah…
Mahito,Were those three special to you?
Yoshino,Ahh…
[Scene: In the past. Yoshino sits beaten and bloodied.],
Boys,"(Flashback) Don’t worry. He can eat it!

(Flashback) Harsh, man!"
Girl,(Flashback) Poor guy! He’s crying now!
Yoshino,(Flashback) Ngh…
"Boys, Girl",(Flashback) Hahahaha!
Yoshino,(Flashback) Ngh!
[Scene: In the present. It begins to rain.],
Yoshino,"Can I… do that, too?"
,
,
,
[Scene: At the theater. Policemen secure the scene.],
Policemen,"Please stay back.

It seems like the victims were high school students.

Please wait a moment."
Detectives,"Who were those guys?! Why were they on the scene before forensics?! One of them was just a kid, too!

I don’t know the details, either. But you saw those stiffs, didn’t you?

That’s not something a person could do.

Just pretend you never saw it.

Ngh…

If you want to reach retirement in this line of work, that is."
[Scene: In the theater. Itadori and Nanami investigate.],
Nanami,Can you see it? This is the residual taint of cursed energy.
Itadori,"No, I can’t see anything."
Nanami,"That’s because you’re not trying to see it. We typically see curses as if it’s perfectly natural to.

When a cursed technique is used, it leaves traces behind. That’s what residuals are. But residuals are much fainter than cursed spirits, so focus your vision and look closely."
Itadori,Hmm…
[Action: Itadori focuses and sees footprints leading out of the theater.],
Itadori,Oh! I can see them!
Nanami,Of course you can.
Itadori,Haha!
Nanami,A proper sorcerer can sense them before seeing them.
Itadori,Erk… Ngh…
[Action: Itadori and Nanami follow the footprints.],
Itadori,Couldn’t you give me a little more praise or something?
Nanami,"I don’t praise or disparage anyone. I adhere to facts and judge on that basis. That’s who I am.

There was a time when I mistakenly believed society operated the same way, but enough about that.

Let’s follow them."
Itadori,Yeah! Let’s go all-out!
Nanami,"No, where moderate effort will suffice, use moderate effort."
Itadori,Ah…
Nanami,Let’s go.
Itadori,"Ahh…

(Thoughts) We’re just not clicking. I’m not getting anything from him."
[Scene: In the past. Gojou leads Itadori to a room.],
Gojou,"(Flashback) I won’t be able to lead you this time.

(Flashback) But don’t worry. I’ve called in a friend you can trust."
[Action: Gojou opens the door and puts his arm around Nanami’s shoulders.],
Gojou,"(Flashback) This is Nanami Kento, the ex-salaryman jujutsu sorcerer!"
Nanami,(Flashback) Please don’t call me that.
Gojou,"(Flashback) Plenty of jujutsu sorcerers are oddballs, but since he worked for a company, he’s got a good head on his shoulders. He’s a first-grade sorcerer, too."
Nanami,(Flashback) I’m sure no one would want to hear you saying that about them.
Itadori,"(Past Thoughts) A lot of these people wear sunglasses and stuff to hide their eyes.

(Flashback) Ex-salaryman? Why didn’t you become a jujutsu sorcerer from the start?"
Nanami,"(Flashback) We should greet each other first. Nice to meet you, Itadori-kun."
[Action: Nanami bows.],
Itadori,"(Flashback) Oh, yes, nice to meet you, too."
[Action: Itadori bows.],
Nanami,"(Flashback) I studied at Jujutsu Tech, and one thing I learned… is that jujutsu sorcerers are shit!"
Itadori,(Flashback) Huh?
Nanami,"(Flashback) Then I worked at your typical company, and one thing I learned is that work is shit!"
Itadori,(Flashback) Really?!
Nanami,"(Flashback) If both are equally shit, I’ll take the one I’m more suited to. That’s the only reason I came back."
Itadori,(Flashback) That’s dark.
Gojou,(Flashback) Right?
Nanami,"(Flashback) Itadori-kun, please don’t believe I’m of the same mindset as Gojou-san. I do trust and have faith in him."
Gojou,(Flashback) Fufufu…
Itadori,(Flashback) Ah…
Nanami,(Flashback) But I do not respect him!
Gojou,(Flashback) Huh?!
Nanami,"(Flashback) I hate the way the higher-ups do things, but I believe in rules and regulations.

(Flashback) This conversation is dragging on. In short, I don’t recognize you as a sorcerer, either.

(Flashback) Even if you do carry the bomb we know as Sukuna, please make an effort to prove that you are useful."
Itadori,"(Flashback) Lately, I’ve been forced to realize how weak and useless I am.

(Flashback) But I’ll become strong. I have to be strong, or I won’t be able to choose how I die."
Gojou,(Flashback) Heh…
Itadori,"(Flashback) I’ll make you recognize me, even without that advice. Just give me a bit more time."
Nanami,"(Flashback) Say that to the higher-ups, not me."
Itadori,"(Flashback) Oh, right…"
Nanami,"(Flashback) Frankly, I don’t care!"
Itadori,"(Flashback) Okay, I get it!"
[Scene: In the present. Itadori and Nanami walk upstairs.],
Itadori,"There wasn’t anything on the surveillance cameras, right?"
Nanami,Right. There was only one young man aside from the victims.
Itadori,Then a cursed spirit was behind it?
Nanami,"Well, most likely."
[Action: Itadori and Nanami make it to the rooftop.],
Nanami,"There’s a small chance the young man could have done it, but identifying him is the police’s…"
Itadori,Huh?
[Action: A curse appears nearby.],
Curse,Lu… Lu… Lu… Lunchbox!
Itadori,Ngh…
Nanami,Stop.
Itadori,Ah…
Nanami,I’ll take care of this one. You handle the one over there.
Itadori,Ah…
Curse,Good detergent…
Nanami,"If you decide you can’t beat it, please call me."
Itadori,Aren’t you taking me a bit too lightly here?
Nanami,"It’s not a matter of underestimating you or not. I am an adult, and you are a child.

I have a duty to prioritize your life over my own."
Curse,"Lu, lu, lu…"
Itadori,I’d rather you underestimate me than treat me like a kid!
Nanami,"You’ve faced several life-or-death situations, but that does not make you an adult.

Finding more fallen-out hairs on your pillow, watching your favorite stuffed bread disappear from the convenience store… The accumulation of those little despairs is what makes a person an adult."
,
,
,
[Scene: On the rooftop of the theater. Nanami fights the curse.],
Nanami,My cursed technique allows me to forcibly create a weak point on any opponent. Seven to three.
Curse,Grr… Grr…
Nanami,"Striking the point at that ratio when you draw a line along the target’s length causes a critical hit.

That allows me to deal a fair amount of damage to those ranked higher than me… and if their cursed energy is weak, I can cut them in two, even with a blunt blade."
Curse,Grr…
Itadori,Ngh… Ugh…
Nanami,"Are you listening, Itadori-kun?"
Itadori,Huh? You were talking to me?!
[Action: The curse throws Itadori into a fence.],
Itadori,Woah! Gahh! Ahhh!
Announcer,Home run!
Itadori,"Gah… Ow…

Is it okay to reveal something like that?"
Nanami,"It’s no problem to reveal that technique to that opponent. Also, all the better if revealing it misleads them."
Itadori,"(Thoughts) I want to focus on the curse, but it feels like I should be listening."
Nanami,There is merit to it. “Revealing one’s hand” is a pact that increases the effectiveness of one’s technique. Like so.
Curse,Grr… Grr… Grr… Grr!
"[Action: The curse charges at Nanami. Nanami hits it with his blade, cutting it into several pieces.]",
Curse,Ahh…
Nanami,That’s all from me.
Itadori,"Wow.

Not only is the blade he used all wrapped up, but he used the back of it to slice right through that thing."
Curse,Ahh…
Nanami,"Itadori-kun, behind you."
Itadori,Huh?
[Action: The curse punches at Itadori. Itadori blocks it.],
Itadori,Ah! Ugh! Ngh… Ugh…
Nanami,I don’t like you looking away.
Itadori,Who’s the one distracting me here?!
Curse,Detergent!
Itadori,Phew…
[Scene: In the past. Gojou spars with Itadori.],
Gojou,"(Flashback) Your cursed energy comes up a little slow, huh?"
Itadori,(Flashback) Ow… Slow?
Gojou,"(Flashback) Your cursed energy can’t keep up with your explosive power.

(Flashback) You’re still not good at amassing cursed energy, so it tends to lag behind. But that actually creates an irregular flow of cursed energy.

(Flashback) The moment after your fist strikes, your cursed energy slams in. In other words, you’re creating two impacts with every strike."
[Scene: In the present. Itadori punches at the curse with curse energy in his fists.],
Itadori,Urahh!
Curse,Eek!
[Action: The curse falls to the ground.],
Gojou,(Flashback) Divergent Fist!
Itadori,(Flashback) That’s so cool!
Gojou,(Flashback) It’s not something many can do on purpose. This’ll be a great weapon for you.
Itadori,Heh…
Nanami,"(Thoughts) His raw strength is superhuman? The initial blow has little cursed energy, but it reaches 120% of an average sorcerer’s power.

(Thoughts) Then the real blow of cursed energy flows in. It must be an unpleasant feeling for those struck by it.

(Thoughts) He has room to grow, too. If he can learn to imbue 100% of his cursed energy into 100% of his martial arts… Now I see why that man brought him to me."
Curse,L-Lu…
Nanami,"Ah… Oh, pardon me. I’ll end you now."
[Action: Nanami freezes when he notices a watch on the curse’s arm.],
Nanami,Itadori-kun!
Itadori,Ngh… Oh…
Nanami,Don’t finish it yet!
[Action: Nanami shows Itadori a picture of the arm on his phone.],
Nanami,Have a look at this.
Itadori,Hm?
Nanami,I took a photo of my opponent.
Itadori,Huh? I thought cursed spirits didn’t show up in photos.
Nanami,"Please listen calmly.

What we’ve been fighting…"
,
[Scene: Sometime later. Ieiri calls Nanami from the morgue with information on the two curses.],
Ieiri,"They’re human.

No, I guess I should call them former humans. They’re the same as the three from the theater.

The structure of their bodies was forcibly altered by a cursed technique."
Nanami,"If that was all, I would have noticed at the start. The two we fought were full of cursed energy, like cursed spirits."
Ieiri,"You’ll have to ask the culprit about their cursed technique to explain that.

Though there is evidence that their brain stems were tampered with, most likely to create a state of confusion and impaired consciousness.

If they can tamper with the brain, it might be possible for them to modify someone to be able to use cursed energy. The relationship between the brain and cursed energy is still a black box to us.

Oh, right, is Itadori listening?"
Itadori,"Oh, yeah."
Ieiri,"To sum it up, these guys died of shock from having their bodies modified.

You didn’t kill them, so don’t get the wrong idea about that."
Itadori,Right…
[Action: Nanami ends the call.],
Itadori,"Either way, the deaths of these two weigh on me just as heavily.

That said, this thing… has disgusting taste."
Nanami,"(Thoughts) This boy can get sincerely angry on another’s behalf.

Those residuals were a bluff, likely meant to lure us in.

Our foe is quite skilled. It looks like this will take more than moderate effort.

So let’s go all-out."
Itadori,Heh… Yeah!
,
[Scene: In Mahito’s hideout. Mahito explains curses to Yoshino.,
Mahito,"There are cursed spirits known as special-grade potential apparitions.

Cursed spirits are a collection of the cursed energy emitted by humans. Whether it actually exists or not, a shared image of fear makes it easy for a powerful curse to manifest."
Yoshino,A shared image of fear? You mean like famous monsters and ghost stories?
Mahito,Yep.
[Action: Mahito shows a book to Yoshino.],
Mahito,"Like Toilet-bound Hanako-san, the nine-tailed fox, and so on.

Jujutsu sorcerers have registered them as special-grade potential apparitions and keep an eye out for them.

The fact that they often categorize powerful, unidentified curses as potential apparitions makes it feel like that’s all they’re focused on.

But people constantly fear more than just those fairy tales, right?"
Yoshino,Like natural disasters?
Mahito,Fufu… I love how stress-free talking to you is.
Yoshino,"Ah… No, I’m not…"
Curses,Urahhh…
Yoshino,Ah…
Mahito,People…
Yoshino,Ah…
Mahito,"… have always feared the earth, the forests, and the oceans.

Because the cursed energy directed toward those is far too big, they gained wisdom before they took shape and remained in hiding up until now.

I’m proud to call them all friends."
[Action: Mahito strokes Yoshino’s face.],
Yoshino,"What kind of curse are you, Mahito-san?"
Mahito,"A human one.

I’m a curse that was born from the hatred and fear people hold in their gut toward others."
Curses,Urahhh!
,
[Scene: At a detached office. Nanami gives Itadori a rundown.],
Nanami,"I’ve organized the reports from our windows on recent residuals, unnatural deaths, and disappearances.

This should help us narrow down the culprit’s hideout to some extent."
Itadori,Aw yeah! Are we storming in?!
Nanami,"No, it’s still only to some extent. While I continue investigating this matter, I’d like you to handle a different task."
[Action: Nanami pins a photo of Yoshino to the wall.],
Nanami,"This is the boy who was at the theater, Yoshino Junpei. Apparently, he goes to the same school as the victims.

Based on the surveillance footage and how he carried himself, I believe it was unlikely he could be a curse user.

However, if he’s related to the victims, that changes things."
Itadori,Curse user?
Nanami,"An evil jujutsu sorcerer. I’ve entrusted the process to Ijichi-kun, so I’d like you two to investigate Yoshino Junpei."
[Action: Itadori and Ijichi salute.],
Itadori,Sure! Speaking of which…
Ijichi,Hm?
Itadori,… I don’t know any assistants other than you.
Ijichi,"Well, I’m the only one who knows you’re still alive, so by necessity…"
[Action: Itadori and Ijichi leave the room.],
Itadori,Makes sense. Let’s go!
[Action: Ijichi comes back to the room.],
Ijichi,"You already know the location of the culprit, don’t you? And not just “to some extent”."
Nanami,"Of course. If the culprit had wanted, he could have left the scene without leaving any residuals.

We’re being lured in once again."
Ijichi,Ngh…
Nanami,"Weighing the risk of storming in alone against the risk of taking Itadori-kun with me, I simply chose the former. He’s still a child, after all."
[Action: Itadori pushes Ijichi from behind.],
Itadori,Nanami-sensei!
Ijichi,"Woah! Ugh!

Itadori-kun?"
Itadori,"I forgot to say something. Be careful, okay?"
Ijichi,Heh…
Nanami,"Itadori-kun… I’m not a teacher, so please don’t call me “Sensei”."
Itadori,"Nanamin, then!"
Nanami,I will slap you.
,
[Scene: The next day. Itadori and Ijichi trail Yoshino in a car.],
Ijichi,There he is.
Itadori,Huh? Casual clothes?
Ijichi,"It looks like he hasn’t attended school for some time.

We’ll get out of the car here.

Let’s go."
[Action: Itadori and Ijichi trail Yoshino on foot through the city. Itadori holds a cage with small curses in it.],
Curses,Grr… Grrr…
"[Scene: In the past, at Satozakura High School. Yoshino runs the movie club and talks with two other boys.]",
Boy,What? The “Super Scary Movie” series went up to 5?
Yoshino,"Up to 7, actually"
Boy,For real? The seventh one must be really out there.
